body,title
"





Marchas

05:41 p.m. 




                            En vivo: vea las últimas fotos de las marchas de este martes
                        


La jornada, denominada como '21E', inició en la capital a primeras hor ...












Manifestaciones

05:36 p.m. 




                            En vivo: hay enfrentamientos en el centro de Bogotá y en las Américas
                        


Centrales obreras, estudiantes y organizaciones sociales continúan en  ...














Paro 21 de noviembre

05:29 p.m. 




                            En vivo: Marcha en Bucaramanga avanza y ya hay dificultades viales
                        












Paro nacional

05:24 p.m. 




                            Por desmanes y fuertes lluvias cancelan concierto del paro en Medellín
                        












Barranquilla

05:03 p.m. 




                            En Vivo: Arranca cacerolazo en Barranquilla; hay bloqueos en el centro
                        









",
