body,title
"
La última actualización de la beta de WhatsApp para Android ha llegado, e indica que el servicio de mensajería podría brindar soporte para stickers animados pronto.
Leer también: Compañía de reconocimiento facial podría acabar con tu privacidad
El portal WABetaInfo, un sitio web que rastrea las actualizaciones de WhatsApp, detectó pistas insinuando los stickers animados en la última versión beta de WhatsApp para el sistema operativo para móviles de Google.
 

All Stickers Packs received a server side update from WhatsApp!
Open WhatsApp > Chat > Stickers button > Plus icon and you see ""UPDATE"" for all packs you have previously downloaded.
 Reasons of the update are actually unknown. Maybe some improvements. pic.twitter.com/h2k1oPsyOP
 — WABetaInfo (@WABetaInfo) 16 de enero de 2020


Leer también: Subirán de precio Netflix, Spotify y otros servicios

WABetaInfo indicó que actualmente la función se encuentra en desarrollo. Además, de acuerdo con el portal, será necesario actualizar más paquetes antes de lanzar el servicio. De igual manera, no se indicó si los usuarios podrán subir sus propios stickers animados.

Se esperan más detalles en las próximas actualizaciones de la aplicación, donde una de las funciones más solicitadas es el tema oscuro, que sigue sin anuncio oficial de su lanzamiento.

Si quieres conocer más noticias de tecnología da clic aquí. 
 
",WhatsApp ya está probando stickers animados
